,Department,Difficulty,Hot,Number_Ratings,Score,Tag,Take_Again,pk_id
2221,Business,4.0,0,1,4.0,Participation matters,N/A,2140386
2222,Education,3.0,0,1,5.0,Gives good feedback,N/A,2141154
2223,Park,5.0,0,1,3.5,Gives good feedback,N/A,2144372
2224,Mechanical,4.0,0,1,3.5,Get ready to read,N/A,2145237
2225,Education,5.0,0,1,5.0,Participation matters,N/A,2145935
2226,Theater,4.0,1,1,5.0,Skip class You wont pass,N/A,2147476
2227,Occupational,3.0,0,1,1.0,Skip class You wont pass,N/A,2149911
2228,Occupational,1.0,0,1,2.0,LOTS OF HOMEWORK,N/A,2149915
2229,Chemical,3.0,0,1,4.0,Participation matters,N/A,2150762
2230,Chemical,3.0,0,1,4.0,Skip class You wont pass,N/A,2150764
2231,Management,4.0,1,1,5.0,Participation matters,N/A,2151519
2232,Computer,3.0,0,1,4.0,Clear grading criteria,N/A,2153343
2233,Mathematics,4.0,0,1,3.0,Tough Grader,N/A,2153712
2234,Fine,3.0,1,1,4.0,Gives good feedback,N/A,2153773
2235,Architecture,5.0,0,1,1.0,Tough Grader,N/A,2154802
2236,Social,1.0,0,1,1.0,,N/A,2155414
2237,Physical,3.0,0,1,4.0,Participation matters,N/A,2158355
2238,Art,4.0,1,1,4.0,Get ready to read,N/A,2158955
2239,Psychology,3.0,0,1,5.0,Gives good feedback,N/A,2160032
2240,Chemistry,5.0,0,1,3.0,Tough Grader,N/A,2160612
2241,Accounting,3.0,1,1,5.0,Amazing lectures,N/A,2160848
2242,Occupational,3.0,0,1,1.0,SO MANY PAPERS,N/A,2161297
2243,Bioengineering,4.0,0,1,4.0,GROUP PROJECTS,N/A,2162504
2244,Health,4.0,0,1,4.0,Tough Grader,N/A,2167247
2245,Economics,1.0,0,1,3.0,BEWARE OF POP QUIZZES,N/A,2167350
2246,Languages,3.0,1,1,5.0,Skip class You wont pass,N/A,2167601
2247,Psychology,4.0,1,1,5.0,Gives good feedback,N/A,2173212
2248,Psychology,3.0,0,1,5.0,Gives good feedback,N/A,2173601
2249,Education,2.0,0,1,5.0,Amazing lectures,N/A,2173711
2250,Social,2.0,0,1,2.0,Skip class You wont pass,N/A,2173864
2251,Anthropology,1.0,0,1,4.0,Respected,N/A,2175386
2252,Management,1.0,0,1,5.0,Participation matters,N/A,2176063
2253,Special,4.0,0,1,4.0,Get ready to read,N/A,2179889
2254,Writing,2.0,0,1,2.0,Participation matters,N/A,2179997
2255,Health,3.0,0,1,5.0,Participation matters,N/A,2182469
2256,Social,2.0,1,1,4.0,Participation matters,N/A,2182586
2257,Psychology,3.0,0,1,4.0,Amazing lectures,N/A,2184892
2258,Writing,3.0,1,1,5.0,Gives good feedback,N/A,2184904
2259,Computer,4.0,0,1,5.0,Get ready to read,N/A,2185686
2260,Mathematics,3.0,0,1,1.0,Get ready to read,N/A,2188534
2261,Philosophy,4.0,0,1,4.0,Get ready to read,N/A,2192994
2262,Mathematics,4.0,0,1,1.0,GRADED BY FEW THINGS,N/A,2195846
2263,Education,4.0,0,1,5.0,Gives good feedback,N/A,2195923
2264,Mathematics,4.0,1,1,5.0,Amazing lectures,N/A,2196657
2265,Statistics,3.0,0,1,3.0,Skip class You wont pass,N/A,2197629
2266,Health,1.0,0,1,5.0,Clear grading criteria,N/A,2198704
2267,Writing,3.0,0,1,4.0,Gives good feedback,N/A,2199702
2268,Management,4.0,0,1,1.0,LOTS OF HOMEWORK,N/A,2200046
2269,Electrical,4.0,0,1,5.0,Tough Grader,N/A,2201377
2270,Mathematics,3.0,1,1,5.0,Gives good feedback,N/A,2201732
2271,Chemistry,3.0,0,1,5.0,Caring,N/A,2202117
2272,Writing,2.0,0,1,4.0,Gives good feedback,N/A,2203153
2273,Humanities,3.0,0,1,1.0,,N/A,2203189
2274,Biology,4.0,1,1,5.0,Amazing lectures,N/A,2205798
2275,Languages,4.0,0,1,5.0,Get ready to read,N/A,2206153
2276,Exercise,1.0,0,1,3.0,,N/A,2206163
2277,Computer,4.0,0,1,1.0,Tough Grader,N/A,2206331
2278,Statistics,5.0,0,1,1.0,TEST HEAVY,N/A,2206994
2279,Architecture,4.0,0,1,4.0,Skip class You wont pass,N/A,2209616
2280,Computer,4.0,0,1,5.0,LECTURE HEAVY,N/A,2209835
2281,Business,2.0,0,1,4.0,ACCESSIBLE OUTSIDE CLASS,N/A,2210033
2282,Army,2.0,0,1,5.0,Caring,N/A,2211269
2283,Economics,4.0,0,1,2.0,TEST HEAVY,N/A,2212116
2284,Art,1.0,0,1,5.0,Amazing lectures,N/A,2212373
2285,Biology,3.0,0,1,3.0,,N/A,2213479
2286,Biology,2.0,1,1,5.0,Participation matters,N/A,2213938
2287,Communication,3.0,0,1,4.0,Skip class You wont pass,N/A,2214810
2288,Engineering,3.0,0,1,3.0,Clear grading criteria,N/A,2215120
2289,Mathematics,2.0,0,1,3.0,,N/A,2215814
2290,Writing,2.0,0,1,4.0,,N/A,2215817
2291,Mathematics,5.0,0,1,2.0,,N/A,2216087
2292,Education,3.0,0,1,5.0,Respected,N/A,2216627
2293,Mathematics,3.0,1,1,3.0,Skip class You wont pass,N/A,2217362
2294,Biology,4.0,0,1,5.0,GROUP PROJECTS,N/A,2217944
2295,Chemistry,4.0,0,1,5.0,Clear grading criteria,N/A,2218181
2296,Languages,3.0,0,1,3.0,Tough Grader,N/A,2218423
2297,Humanities,2.0,0,1,4.0,Gives good feedback,N/A,2218477
2298,Nursing,4.0,0,1,2.0,Skip class You wont pass,N/A,2218487
2299,Writing,4.0,0,1,5.0,Participation matters,N/A,2219081
2300,Exercise,2.0,0,1,5.0,Clear grading criteria,N/A,2219258
2301,Ethnic,2.0,0,1,5.0,Clear grading criteria,N/A,2219368
2302,Mathematics,4.0,0,1,3.0,Gives good feedback,N/A,2219466
2303,Occupational,3.0,0,1,5.0,Gives good feedback,N/A,2219729
2304,Psychology,3.0,1,1,5.0,Amazing lectures,N/A,2219805
2305,Writing,4.0,0,1,5.0,Clear grading criteria,N/A,2219822
2306,Art,3.0,0,1,5.0,Gives good feedback,N/A,2220286
2307,Arts,4.0,1,1,4.0,Tough Grader,N/A,2220287
2308,Writing,3.0,0,1,5.0,Participation matters,N/A,2221153
2309,Architecture,3.0,0,1,5.0,Skip class You wont pass,N/A,2221155
2310,Art,4.0,0,1,3.0,Tough Grader,N/A,2221164
2311,Statistics,1.0,0,1,1.0,,N/A,2222061
2312,Chemical,4.0,0,1,3.0,LOTS OF HOMEWORK,N/A,2224269
2313,Chemical,3.0,1,1,5.0,Inspirational,N/A,2224271
2314,Languages,4.0,1,1,2.0,Tough Grader,N/A,2224278
2315,Film,4.0,0,1,5.0,Get ready to read,N/A,2225428
2316,Film,3.0,0,1,2.0,LECTURE HEAVY,N/A,2225433
2317,Economics,4.0,0,1,5.0,Participation matters,N/A,2225576
2318,Mechanical,4.0,1,1,4.0,Tough Grader,N/A,2227458
2319,Psychology,4.0,0,1,5.0,Gives good feedback,N/A,2228996
2320,English,3.0,0,1,5.0,GROUP PROJECTS,N/A,2231251
2321,Linguistics,3.0,0,1,5.0,,N/A,1975515
2322,Business,3.0,1,1,5.0,Amazing lectures,N/A,2235408
2323,Physics,5.0,0,1,2.0,TEST HEAVY,N/A,2236711
2324,Psychology,4.0,0,1,2.0,Get ready to read,N/A,2160933
2325,Communication,5.0,0,1,1.0,Participation matters,N/A,2072546
2326,Communication,5.0,0,1,1.0,Participation matters,N/A,237326
2327,Communication,5.0,0,1,1.0,Participation matters,N/A,436206
2328,Communication,5.0,0,1,1.0,Participation matters,N/A,512349
2329,Communication,5.0,0,1,1.0,Participation matters,N/A,649833
2330,Communication,5.0,0,1,1.0,Participation matters,N/A,659007
2331,Communication,5.0,0,1,1.0,Participation matters,N/A,671490
2332,Communication,5.0,0,1,1.0,Participation matters,N/A,683712
2333,Communication,5.0,0,1,1.0,Participation matters,N/A,689015
2334,Communication,5.0,0,1,1.0,Participation matters,N/A,689019
2335,Communication,5.0,0,1,1.0,Participation matters,N/A,689030
2336,Communication,5.0,0,1,1.0,Participation matters,N/A,689095
2337,Communication,5.0,0,1,1.0,Participation matters,N/A,689096
2338,Communication,5.0,0,1,1.0,Participation matters,N/A,689122
2339,Communication,5.0,0,1,1.0,Participation matters,N/A,689401
2340,Communication,5.0,0,1,1.0,Participation matters,N/A,695821
2341,Communication,5.0,0,1,1.0,Participation matters,N/A,711779
2342,Communication,5.0,0,1,1.0,Participation matters,N/A,716892
2343,Communication,5.0,0,1,1.0,Participation matters,N/A,718187
2344,Communication,5.0,0,1,1.0,Participation matters,N/A,731106
2345,Communication,5.0,0,1,1.0,Participation matters,N/A,780629
2346,Communication,5.0,0,1,1.0,Participation matters,N/A,824519
2347,Communication,5.0,0,1,1.0,Participation matters,N/A,832779
2348,Communication,5.0,0,1,1.0,Participation matters,N/A,900980
2349,Communication,5.0,0,1,1.0,Participation matters,N/A,917596
2350,Communication,5.0,0,1,1.0,Participation matters,N/A,925773
2351,Communication,5.0,0,1,1.0,Participation matters,N/A,953440
2352,Communication,5.0,0,1,1.0,Participation matters,N/A,959276
2353,Communication,5.0,0,1,1.0,Participation matters,N/A,959367
2354,Communication,5.0,0,1,1.0,Participation matters,N/A,964088
2355,Communication,5.0,0,1,1.0,Participation matters,N/A,964095
2356,Communication,5.0,0,1,1.0,Participation matters,N/A,983113
2357,Communication,5.0,0,1,1.0,Participation matters,N/A,1014247
2358,Communication,5.0,0,1,1.0,Participation matters,N/A,1030939
2359,Communication,5.0,0,1,1.0,Participation matters,N/A,1052644
2360,Communication,5.0,0,1,1.0,Participation matters,N/A,1068244
2361,Communication,5.0,0,1,1.0,Participation matters,N/A,1108809
2362,Communication,5.0,0,1,1.0,Participation matters,N/A,1109961
2363,Communication,5.0,0,1,1.0,Participation matters,N/A,1117104
2364,Communication,5.0,0,1,1.0,Participation matters,N/A,1122230
2365,Communication,5.0,0,1,1.0,Participation matters,N/A,1144478
2366,Communication,5.0,0,1,1.0,Participation matters,N/A,1146909
2367,Communication,5.0,0,1,1.0,Participation matters,N/A,1160297
2368,Communication,5.0,0,1,1.0,Participation matters,N/A,1172968
2369,Communication,5.0,0,1,1.0,Participation matters,N/A,1182149
2370,Communication,5.0,0,1,1.0,Participation matters,N/A,1182150
2371,Communication,5.0,0,1,1.0,Participation matters,N/A,1182153
2372,Communication,5.0,0,1,1.0,Participation matters,N/A,1215785
2373,Communication,5.0,0,1,1.0,Participation matters,N/A,1218508
2374,Communication,5.0,0,1,1.0,Participation matters,N/A,1224082
2375,Communication,5.0,0,1,1.0,Participation matters,N/A,1244143
2376,Communication,5.0,0,1,1.0,Participation matters,N/A,1250612
2377,Communication,5.0,0,1,1.0,Participation matters,N/A,1255981
2378,Communication,5.0,0,1,1.0,Participation matters,N/A,1261233
2379,Communication,5.0,0,1,1.0,Participation matters,N/A,1284431
2380,Communication,5.0,0,1,1.0,Participation matters,N/A,1301031
2381,Communication,5.0,0,1,1.0,Participation matters,N/A,1303817
2382,Communication,5.0,0,1,1.0,Participation matters,N/A,1312692
2383,Communication,5.0,0,1,1.0,Participation matters,N/A,1320665
2384,Communication,5.0,0,1,1.0,Participation matters,N/A,1321721
2385,Communication,5.0,0,1,1.0,Participation matters,N/A,1323584
2386,Communication,5.0,0,1,1.0,Participation matters,N/A,1334551
2387,Communication,5.0,0,1,1.0,Participation matters,N/A,1358820
2388,Communication,5.0,0,1,1.0,Participation matters,N/A,1370613
2389,Communication,5.0,0,1,1.0,Participation matters,N/A,1372573
2390,Communication,5.0,0,1,1.0,Participation matters,N/A,1374136
2391,Communication,5.0,0,1,1.0,Participation matters,N/A,1377865
2392,Communication,5.0,0,1,1.0,Participation matters,N/A,1378815
2393,Communication,5.0,0,1,1.0,Participation matters,N/A,1381278
2394,Communication,5.0,0,1,1.0,Participation matters,N/A,1384563
2395,Communication,5.0,0,1,1.0,Participation matters,N/A,1389607
2396,Communication,5.0,0,1,1.0,Participation matters,N/A,1390916
2397,Communication,5.0,0,1,1.0,Participation matters,N/A,1393114
2398,Communication,5.0,0,1,1.0,Participation matters,N/A,1429605
2399,Communication,5.0,0,1,1.0,Participation matters,N/A,1429629
2400,Communication,5.0,0,1,1.0,Participation matters,N/A,1429631
2401,Communication,5.0,0,1,1.0,Participation matters,N/A,1429632
2402,Communication,5.0,0,1,1.0,Participation matters,N/A,1429635
2403,Communication,5.0,0,1,1.0,Participation matters,N/A,1429637
2404,Communication,5.0,0,1,1.0,Participation matters,N/A,1435445
2405,Communication,5.0,0,1,1.0,Participation matters,N/A,1438191
2406,Communication,5.0,0,1,1.0,Participation matters,N/A,1450002
2407,Communication,5.0,0,1,1.0,Participation matters,N/A,1450746
2408,Communication,5.0,0,1,1.0,Participation matters,N/A,1457591
2409,Communication,5.0,0,1,1.0,Participation matters,N/A,1462818
2410,Communication,5.0,0,1,1.0,Participation matters,N/A,1463083
2411,Communication,5.0,0,1,1.0,Participation matters,N/A,1464596
2412,Communication,5.0,0,1,1.0,Participation matters,N/A,1466278
2413,Communication,5.0,0,1,1.0,Participation matters,N/A,1482295
2414,Communication,5.0,0,1,1.0,Participation matters,N/A,1485527
2415,Communication,5.0,0,1,1.0,Participation matters,N/A,1494246
2416,Communication,5.0,0,1,1.0,Participation matters,N/A,1494271
2417,Communication,5.0,0,1,1.0,Participation matters,N/A,1532464
2418,Communication,5.0,0,1,1.0,Participation matters,N/A,1544467
2419,Communication,5.0,0,1,1.0,Participation matters,N/A,1567737
2420,Communication,5.0,0,1,1.0,Participation matters,N/A,1567742
2421,Communication,5.0,0,1,1.0,Participation matters,N/A,1567746
2422,Communication,5.0,0,1,1.0,Participation matters,N/A,1567747
2423,Communication,5.0,0,1,1.0,Participation matters,N/A,1567751
2424,Communication,5.0,0,1,1.0,Participation matters,N/A,1584046
2425,Communication,5.0,0,1,1.0,Participation matters,N/A,1584424
2426,Communication,5.0,0,1,1.0,Participation matters,N/A,1607937
2427,Communication,5.0,0,1,1.0,Participation matters,N/A,1611489
2428,Communication,5.0,0,1,1.0,Participation matters,N/A,1612181
2429,Communication,5.0,0,1,1.0,Participation matters,N/A,1612916
2430,Communication,5.0,0,1,1.0,Participation matters,N/A,1623517
2431,Communication,5.0,0,1,1.0,Participation matters,N/A,1639940
2432,Communication,5.0,0,1,1.0,Participation matters,N/A,1639951
2433,Communication,5.0,0,1,1.0,Participation matters,N/A,1668781
2434,Communication,5.0,0,1,1.0,Participation matters,N/A,1675345
2435,Communication,5.0,0,1,1.0,Participation matters,N/A,1679891
2436,Communication,5.0,0,1,1.0,Participation matters,N/A,1699794
2437,Communication,5.0,0,1,1.0,Participation matters,N/A,1702153
2438,Communication,5.0,0,1,1.0,Participation matters,N/A,1708251
2439,Communication,5.0,0,1,1.0,Participation matters,N/A,1720203
2440,Communication,5.0,0,1,1.0,Participation matters,N/A,1727386
2441,Communication,5.0,0,1,1.0,Participation matters,N/A,1732339
2442,Communication,5.0,0,1,1.0,Participation matters,N/A,1746039
2443,Communication,5.0,0,1,1.0,Participation matters,N/A,1756619
2444,Communication,5.0,0,1,1.0,Participation matters,N/A,1786759
2445,Communication,5.0,0,1,1.0,Participation matters,N/A,1796770
2446,Communication,5.0,0,1,1.0,Participation matters,N/A,1801825
2447,Communication,5.0,0,1,1.0,Participation matters,N/A,1805672
2448,Communication,5.0,0,1,1.0,Participation matters,N/A,1811724
2449,Communication,5.0,0,1,1.0,Participation matters,N/A,1830296
2450,Communication,5.0,0,1,1.0,Participation matters,N/A,1833438
2451,Communication,5.0,0,1,1.0,Participation matters,N/A,1840237
2452,Communication,5.0,0,1,1.0,Participation matters,N/A,1841077
2453,Communication,5.0,0,1,1.0,Participation matters,N/A,1844133
2454,Communication,5.0,0,1,1.0,Participation matters,N/A,1857683
2455,Communication,5.0,0,1,1.0,Participation matters,N/A,1860422
2456,Communication,5.0,0,1,1.0,Participation matters,N/A,1871730
2457,Communication,5.0,0,1,1.0,Participation matters,N/A,1873136
2458,Communication,5.0,0,1,1.0,Participation matters,N/A,1873662
2459,Communication,5.0,0,1,1.0,Participation matters,N/A,1880095
2460,Communication,5.0,0,1,1.0,Participation matters,N/A,1885802
2461,Communication,5.0,0,1,1.0,Participation matters,N/A,1894119
2462,Communication,5.0,0,1,1.0,Participation matters,N/A,1900959
2463,Communication,5.0,0,1,1.0,Participation matters,N/A,1915932
2464,Communication,5.0,0,1,1.0,Participation matters,N/A,1915936
2465,Communication,5.0,0,1,1.0,Participation matters,N/A,1917807
2466,Communication,5.0,0,1,1.0,Participation matters,N/A,1918144
2467,Communication,5.0,0,1,1.0,Participation matters,N/A,1922590
2468,Communication,5.0,0,1,1.0,Participation matters,N/A,1923630
2469,Communication,5.0,0,1,1.0,Participation matters,N/A,1923631
2470,Communication,5.0,0,1,1.0,Participation matters,N/A,1927548
2471,Communication,5.0,0,1,1.0,Participation matters,N/A,1929370
2472,Communication,5.0,0,1,1.0,Participation matters,N/A,1944851
2473,Communication,5.0,0,1,1.0,Participation matters,N/A,1949260
2474,Communication,5.0,0,1,1.0,Participation matters,N/A,1963543
2475,Communication,5.0,0,1,1.0,Participation matters,N/A,1965191
2476,Communication,5.0,0,1,1.0,Participation matters,N/A,1968955
2477,Communication,5.0,0,1,1.0,Participation matters,N/A,1968956
2478,Communication,5.0,0,1,1.0,Participation matters,N/A,1970134
2479,Communication,5.0,0,1,1.0,Participation matters,N/A,1973763
2480,Communication,5.0,0,1,1.0,Participation matters,N/A,1976835
2481,Communication,5.0,0,1,1.0,Participation matters,N/A,1977426
2482,Communication,5.0,0,1,1.0,Participation matters,N/A,1978115
2483,Communication,5.0,0,1,1.0,Participation matters,N/A,1978929
2484,Communication,5.0,0,1,1.0,Participation matters,N/A,1981716
2485,Communication,5.0,0,1,1.0,Participation matters,N/A,1981717
2486,Communication,5.0,0,1,1.0,Participation matters,N/A,1982117
2487,Communication,5.0,0,1,1.0,Participation matters,N/A,1988267
2488,Communication,5.0,0,1,1.0,Participation matters,N/A,1991811
2489,Communication,5.0,0,1,1.0,Participation matters,N/A,2002347
2490,Communication,5.0,0,1,1.0,Participation matters,N/A,2003959
2491,Communication,5.0,0,1,1.0,Participation matters,N/A,2007988
2492,Communication,5.0,0,1,1.0,Participation matters,N/A,2011679
2493,Communication,5.0,0,1,1.0,Participation matters,N/A,2012391
2494,Communication,5.0,0,1,1.0,Participation matters,N/A,2016106
2495,Communication,5.0,0,1,1.0,Participation matters,N/A,2018154
2496,Communication,5.0,0,1,1.0,Participation matters,N/A,2023398
2497,Communication,5.0,0,1,1.0,Participation matters,N/A,2025939
2498,Communication,5.0,0,1,1.0,Participation matters,N/A,2028030
2499,Communication,5.0,0,1,1.0,Participation matters,N/A,2032302
2500,Communication,5.0,0,1,1.0,Participation matters,N/A,2035257
2501,Communication,5.0,0,1,1.0,Participation matters,N/A,2035660
2502,Communication,5.0,0,1,1.0,Participation matters,N/A,2036601
2503,Communication,5.0,0,1,1.0,Participation matters,N/A,2055564
2504,Communication,5.0,0,1,1.0,Participation matters,N/A,2060704
2505,Communication,5.0,0,1,1.0,Participation matters,N/A,2061998
2506,Communication,5.0,0,1,1.0,Participation matters,N/A,2062682
2507,Communication,5.0,0,1,1.0,Participation matters,N/A,2071343
2508,Communication,5.0,0,1,1.0,Participation matters,N/A,2079854
2509,Communication,5.0,0,1,1.0,Participation matters,N/A,2080019
2510,Communication,5.0,0,1,1.0,Participation matters,N/A,2083177
2511,Communication,5.0,0,1,1.0,Participation matters,N/A,2083399
2512,Communication,5.0,0,1,1.0,Participation matters,N/A,2085139
2513,Communication,5.0,0,1,1.0,Participation matters,N/A,2087723
2514,Communication,5.0,0,1,1.0,Participation matters,N/A,2089764
2515,Communication,5.0,0,1,1.0,Participation matters,N/A,2089849
2516,Communication,5.0,0,1,1.0,Participation matters,N/A,2091406
2517,Communication,5.0,0,1,1.0,Participation matters,N/A,2095283
2518,Communication,5.0,0,1,1.0,Participation matters,N/A,2095827
2519,Communication,5.0,0,1,1.0,Participation matters,N/A,2096591
2520,Communication,5.0,0,1,1.0,Participation matters,N/A,2098654
2521,Communication,5.0,0,1,1.0,Participation matters,N/A,2100000
2522,Communication,5.0,0,1,1.0,Participation matters,N/A,2100034
2523,Communication,5.0,0,1,1.0,Participation matters,N/A,2104264
2524,Communication,5.0,0,1,1.0,Participation matters,N/A,2104457
2525,Communication,5.0,0,1,1.0,Participation matters,N/A,2106431
2526,Communication,5.0,0,1,1.0,Participation matters,N/A,2107675
2527,Communication,5.0,0,1,1.0,Participation matters,N/A,2123637
2528,Communication,5.0,0,1,1.0,Participation matters,N/A,2127139
2529,Communication,5.0,0,1,1.0,Participation matters,N/A,2128857
2530,Communication,5.0,0,1,1.0,Participation matters,N/A,2132230
2531,Communication,5.0,0,1,1.0,Participation matters,N/A,2133474
2532,Communication,5.0,0,1,1.0,Participation matters,N/A,2134772
2533,Communication,5.0,0,1,1.0,Participation matters,N/A,2134993
2534,Communication,5.0,0,1,1.0,Participation matters,N/A,2137834
2535,Communication,5.0,0,1,1.0,Participation matters,N/A,2146444
2536,Communication,5.0,0,1,1.0,Participation matters,N/A,2146839
2537,Communication,5.0,0,1,1.0,Participation matters,N/A,2147532
2538,Communication,5.0,0,1,1.0,Participation matters,N/A,2150953
2539,Communication,5.0,0,1,1.0,Participation matters,N/A,2150954
2540,Communication,5.0,0,1,1.0,Participation matters,N/A,2154025
2541,Communication,5.0,0,1,1.0,Participation matters,N/A,2156113
2542,Communication,5.0,0,1,1.0,Participation matters,N/A,2156467
2543,Communication,5.0,0,1,1.0,Participation matters,N/A,2156481
2544,Communication,5.0,0,1,1.0,Participation matters,N/A,2156483
2545,Communication,5.0,0,1,1.0,Participation matters,N/A,2165205
2546,Communication,5.0,0,1,1.0,Participation matters,N/A,2168447
2547,Communication,5.0,0,1,1.0,Participation matters,N/A,2170574
2548,Communication,5.0,0,1,1.0,Participation matters,N/A,2172632
2549,Communication,5.0,0,1,1.0,Participation matters,N/A,2186782
2550,Communication,5.0,0,1,1.0,Participation matters,N/A,2188959
2551,Communication,5.0,0,1,1.0,Participation matters,N/A,2191730
2552,Communication,5.0,0,1,1.0,Participation matters,N/A,2195946
2553,Communication,5.0,0,1,1.0,Participation matters,N/A,2202345
2554,Communication,5.0,0,1,1.0,Participation matters,N/A,2203032
2555,Communication,5.0,0,1,1.0,Participation matters,N/A,2203163
2556,Communication,5.0,0,1,1.0,Participation matters,N/A,2205912
2557,Communication,5.0,0,1,1.0,Participation matters,N/A,2209846
2558,Communication,5.0,0,1,1.0,Participation matters,N/A,2210342
2559,Communication,5.0,0,1,1.0,Participation matters,N/A,2212490
2560,Communication,5.0,0,1,1.0,Participation matters,N/A,2216154
2561,Communication,5.0,0,1,1.0,Participation matters,N/A,2218388
2562,Communication,5.0,0,1,1.0,Participation matters,N/A,2218874
2563,Communication,5.0,0,1,1.0,Participation matters,N/A,2219045
2564,Communication,5.0,0,1,1.0,Participation matters,N/A,2220543
2565,Communication,5.0,0,1,1.0,Participation matters,N/A,2220635
2566,Communication,5.0,0,1,1.0,Participation matters,N/A,2222600
2567,Communication,5.0,0,1,1.0,Participation matters,N/A,2223357
2568,Communication,5.0,0,1,1.0,Participation matters,N/A,2224188
2569,Communication,5.0,0,1,1.0,Participation matters,N/A,2224203
2570,Communication,5.0,0,1,1.0,Participation matters,N/A,2224656
2571,Communication,5.0,0,1,1.0,Participation matters,N/A,2225559
2572,Communication,5.0,0,1,1.0,Participation matters,N/A,2225957
2573,Communication,5.0,0,1,1.0,Participation matters,N/A,2229315
2574,Communication,5.0,0,1,1.0,Participation matters,N/A,2230348
2575,Communication,5.0,0,1,1.0,Participation matters,N/A,2232621
2576,Communication,5.0,0,1,1.0,Participation matters,N/A,2234315
2577,Communication,5.0,0,1,1.0,Participation matters,N/A,2226603
2578,Communication,5.0,0,1,1.0,Participation matters,N/A,2234642
2579,Communication,5.0,0,1,1.0,Participation matters,N/A,2236331
2580,Communication,5.0,0,1,1.0,Participation matters,N/A,2237193
2581,Communication,5.0,0,1,1.0,Participation matters,N/A,2237403
2582,Communication,5.0,0,1,1.0,Participation matters,N/A,2237404
2583,Communication,5.0,0,1,1.0,Participation matters,N/A,2237826
